row,move,count
1269,dxe8=Q,16849
1270,Nfe1,4456
1271,Rad3,5893
1272,Nexg5,13516
1273,Nec5,20381
1274,Qcc5,5385
1275,Qab4,848
1276,Qca5,1776
1277,Rce1,155061
1278,Nexg2,596
1279,Rexe7,14777
1280,R5g2,2674
1281,gxf8=Q,13818
1282,Ndb6,10432
1283,Rexd4,6593
1284,Nec8,4701
1285,N3d4,6797
1286,N4xd5,2024
1287,N7g6,19452
1288,Nhg6,6518
1289,Ngxf7,12499
1290,Ngxf3,9191
1291,Rha1,14944
1292,R1a5,2990
1293,Rbxb7,12457
1294,R4c6,5062
1295,Rfh1,10950
1296,Rhh7,20735
1297,Rbg7,10541
1298,R8d7,59716
1299,Rcc3,21166
1300,N1c3,25727
1301,Rhb8,57150
1302,Nexg4,13978
1303,Rhh1,28253
1304,Rcg1,19163
1305,R8f7,48422
1306,bxc1=Q,9758
1307,Rcf7,16085
1308,Nfd5,133519
1309,Rcxc7,13411
1310,Rexd1,18166
1311,R3e7,3881
1312,Rfb2,8627
1313,Red5,11498
1314,Rac5,6091
1315,R8c7,34540
1316,R7c6,10318
1317,cxd7,42461
1318,Nhf7,6598
1319,N6xe5,2526
1320,Nec4,20518
1321,Raxa7,10538
1322,N4g3,7691
1323,Rbxc1,8392
1324,Rgf6,17263
1325,R6f7,17043
1326,Rcxf2,4138
1327,Rbxb6,4848
1328,Qhh5,3668
1329,Qgg6,6738
1330,Qgg8,4960
1331,Rde6,16601
1332,Rdxg7,1871
1333,Rfe5,10275
1334,Qfd5,1895
1335,dxe2,51889
1336,Rgh5,5542
1337,Reb2,9190
1338,Rba2,4896
1339,N7b6,35783
1340,R5h4,1958
1341,R3b6,1636
1342,Qbe8,1346
1343,Qab8,1394
1344,Qee5,5691
1345,R6b2,1539
1346,R1b2,14948
1347,Raxa3,5490
1348,Qcc2,7149
1349,Rff3,28467
1350,Rhd2,8505
1351,R8a4,3094
1352,Raxc6,2698
1353,Nbxd5,63416
1354,Rdxf7,4992
1355,Ncd5,56175
1356,Qbd1,2119
1357,Reg3,8842
1358,cxb1=Q,8276
1359,R3e4,7207
1360,Neg6,16192
1361,Raxa8,704
1362,Nfxe6,4525
1363,Rab2,22360
1364,N5f3,5796
1365,gxh7,83728
1366,axb1=Q,12029
1367,Rac3,7728
1368,Rdh7,4026
1369,Rfxd3,2930
1370,Rcf8,61448
1371,gxh8=Q,10642
1372,R6e5,8964
1373,N5g6,9579
1374,Rcb6,6567
1375,Rcxc6,8030
1376,Rfg8,32297
1377,R4e2,11764
1378,Ngxf4,2889
1379,Rfxe8,11049
1380,Rbxc8,10727
1381,Rca4,3444
1382,Rec3,9688
1383,Qbf2,548
1384,Q1xg2,121
1385,R8h3,6661
1386,Nfg4,47900
1387,R1e6,16728
1388,Qbb1,5110
1389,Ref8,82922
1390,Q1d2,888
1391,Rhb1,51783
1392,Raxb2,3638
1393,Qed8,929
1394,Qce7,2301
1395,Qdf8,3062
1396,Qeg7,3835
1397,N1d2,37082
1398,R5f3,6984
1399,Rgg7,27576
1400,Rbe7,12855
1401,Nbxc6,9892
1402,Rge6,8784
1403,R5f6,10020
1404,Nab3,4634
1405,h1=R,5648
1406,N4b5,1858
1407,h8=N,2416
1408,Rcd7,30514
1409,R1xg2,968
1410,Ngh3,4183
1411,bxa7,38045
1412,Rbxc5,2036
1413,c8=R,4439
1414,Rhb7,4182
1415,Rce6,9203
1416,Rff4,13293
1417,N3g4,3013
1418,Qdc7,1872
1419,Qhc7,304
1420,Qhh3,3727
1421,Qhd3,365
1422,Qec2,4369
1423,Qdb3,2727
1424,Qca2,4820
1425,Rba4,3018
1426,R8xg5,781
1427,N4e5,6985
1428,Rde3,21915
1429,R8c3,12382
1430,Rexg4,865
1431,N6c5,1992
1432,R5b6,2881
1433,R4f3,11462
1434,Rdf7,23118
1435,R4e7,6932
1436,N2f3,65120
1437,Ncxe2,10462
1438,R7d5,6335
1439,Rac4,6506
1440,Nce6,12577
1441,Nde3,13622
1442,Nfe3,12367
1443,N5g4,2082
1444,Nge3,11534
1445,Qbb2,8525
1446,Nef4,29489
1447,R1xf2,2774
1448,N6d4,2077
1449,Nhxf4,4977
1450,Rdxf5,1967
1451,Nde1,1912
1452,Rfg7,15655
1453,Rec7,21145
1454,Rca7,5035
1455,Ndf5,23885
1456,Nexf5,6013
1457,Ngf2,3996
1458,Rcxd1,9729
1459,R3b2,4656
1460,R4e5,6407
1461,R4b2,2317
1462,R3b7,1871
1463,R7b6,5774
1464,Rhg2,28533
1465,N6xd4,517
1466,Qaa5,3579
1467,Qaxb5,154
1468,Reh1,11083
1469,Rfh8,10644
1470,Rce5,5917
1471,R7f6,11094
1472,Rfxg8,341
1473,hxg8=Q,9623
1474,Ndb4,48091
1475,Rfh4,4905
1476,Reb7,9088
1477,N2g3,19146
1478,Rac6,8331
1479,R5c3,4020
1480,Rdxc2,3346
1481,Qfe4,1331
1482,Raxd6,2251
1483,R6d5,9091
1484,R1b3,6072
1485,R5xe4,1901
1486,Qhg8,1481
1487,R1b7,5162
1488,Rgb8,8403
1489,Qaa6,4213
1490,Qbb7,8208
1491,Qaa8,3286
1492,Rca6,3942
1493,Rac7,16774
1494,Ncxd8,526
1495,Rhxe5,1621
1496,Rfg3,13548
1497,f1=N,2304
1498,Nhg5,13506
1499,bxa1=Q,14169
1500,R2b5,1567
1501,R8xf5,1636
1502,R1f5,5405
1503,N5c6,11902
1504,Nef5,32338
1505,Rdf6,9909
1506,R2xc3,2193
1507,R8c4,7548
1508,R6c4,2753
1509,Rbb3,13122
1510,Rdd4,17447
1511,Rdf4,6928
1512,Qbe4,2164
1513,Qdd3,6484
1514,Rbxd1,9057
1515,Nhf8,5607
1516,cxb8=Q,8723
1517,Raxe1,8410
1518,Rhxe4,1660
1519,R6h7,2186
1520,R8h2,9249
1521,Rbxb4,4571
1522,Rbe2,13315
1523,gxh1=N,64
1524,Rfxe7,4823
1525,Nba6,6515
1526,Rbc7,22341
1527,Rce3,10086
1528,Rgh8,14547
1529,R1h4,2803
1530,R8h7,9834
1531,Rfb3,2992
1532,Rgh1,16697
1533,R1h5,2871
1534,R1e3,24166
1535,Rgf5,10005
1536,Rcg2,10761
1537,f1=R,4136
1538,Raxb1,13065
1539,Rfd3,16697
1540,Rfh3,5895
1541,R1f7,8642
1542,Rfg6,11017
1543,R1xg3,655
1544,Rec4,5581
1545,Ndf4,23188
1546,a1=R,7400
1547,d8=R,3209
1548,Ncxd2,2390
1549,Rca8,13440
1550,R3a7,1009
1551,Rdxd6,10668
1552,Rexe5,10421
1553,R3e2,20995
1554,Neg7,1372
1555,Nhg3,5616
1556,N3f5,1189
1557,R8xh6,464
1558,N1h2,20921
1559,Neg8,7630
1560,Rcxc4,6030
1561,Nexc6,7074
1562,Rhd4,3810
1563,Ndxf6,14824
1564,Nbc7,6091
1565,R8d6,18076
1566,R1d4,10835
1567,R2e5,3822
1568,R5e6,8519
1569,N5c3,14129
1570,R2e6,4248
1571,Ncxd7,3250
1572,Nhf4,36069
1573,Rdg4,3527
1574,Rhe7,9073
1575,R6c7,9084
1576,Rda5,1984
1577,bxc8=Q,10135
1578,exd8=Q,16667
1579,N8c6,10695
1580,R3e5,3708
1581,Rdd6,30066
1582,Rdc6,9872
1583,Rae7,13604
1584,Rcc6,18648
1585,Qbb3,6485
1586,Qaa2,5221
1587,fxe8=N,247
1588,Ndxe7,15474
1589,Rfc2,16441
1590,Rgxg3,5175
1591,Rbxd7,2555
1592,N1a2,757
1593,R5e3,10608
1594,R4c3,4320
1595,Nfg8,5598
1596,Qaxc5,114
1597,Qfe3,1304
1598,Qed4,1260
1599,R8e2,13884
1600,Rhf3,12338
1601,Ndxf2,3508
1602,R8b5,2987
1603,Rac2,15283
1604,Qgd4,1698
1605,Rec5,5187
1606,Raxa5,4760
1607,Rab5,6527
1608,Rbc5,6166
1609,Rea5,1538
1610,R1a4,2347
1611,Qfh1,3895
1612,N4c3,8061
1613,R8g6,6079
1614,Ngf4,16624
1615,N6xe4,577
1616,Rea6,1695
1617,R4c5,4545
1618,Rcc4,13020
1619,Qgd2,767
1620,Qdb2,5048
1621,N7c5,3061
1622,Ndxe6,4458
1623,hxg8=B,40
1624,N6d5,8529
1625,Rbd6,7901
1626,N3b4,1185
1627,Rbf7,12680
1628,Rexd7,5745
1629,Rexe8,2307
1630,Nfg1,4458
1631,N1e2,22690
1632,R8a2,5462
1633,h1=N,1989
1634,N7xg6,1351
1635,Q1d5,255
1636,Ned6,14610
1637,R1g6,3967
1638,Qgf8,1249
1639,Qdg8,919
1640,R2f7,3873
1641,Raxf7,2693
1642,Rhg7,30798
1643,Qge1,2147
1644,Rge2,11405
1645,Rbxe1,1220
1646,Rgc1,13560
1647,Rgh7,5954
1648,Rbxe4,1501
1649,Rhe2,8016
1650,Qff6,6974
1651,Qgg7,8470
1652,Qff8,5059
1653,Naxc5,5132
1654,Rfc7,16063
1655,Qfe2,2362
1656,Qcxe4,159
1657,Rexe6,13270
1658,Nhg8,2154
1659,Nfd6,10438
1660,N8a7,1292
1661,Rexf5,3499
1662,Rcf5,2860
1663,Rde4,11393
1664,Qef2,2068
1665,R8e4,9486
1666,Rdxf3,2519
1667,Ree5,17770
1668,R2xf3,1752
1669,Reh3,2970
1670,Nfe2,24068
1671,b8=R,5127
1672,Reg4,5085
1673,Rha8,15979
1674,R1a2,10153
1675,Rcxa2,1745
1676,Rbxa5,1870
1677,R5e7,9214
1678,Rfxa7,717
1679,R1a7,5532
1680,Rgxg6,6247
1681,Rdg3,6461
1682,R1e7,15215
1683,R5a6,1963
1684,Rdb2,8597
1685,Rcd5,8892
1686,Qbf8,906
1687,Rcxd3,3452
1688,Rexd6,5437
1689,Rgd2,8605
1690,Rbd5,5628
1691,g8=N,2276
1692,Rexf7,4244
1693,Ree4,18002
1694,Raxb3,2476
1695,Rdxd2,11726
1696,Ncxb4,6036
1697,Rfg2,15945
1698,Ncb6,11273
1699,N2c3,16122
1700,Nexc5,5341
1701,Rgd7,8598
1702,Rfd7,26691
1703,Rbxb1,1142
1704,N8e6,1253
1705,Rfxf6,9063
1706,Rcf6,4343
1707,Naxc3,2617
1708,R3h2,2443
1709,N5e4,8378
1710,Qga8,237
1711,Rgh4,6114
1712,R7h5,1334
1713,R2h5,945
1714,Rcf3,5031
1715,R3f4,7042
1716,Rhh5,5854
1717,Rbh5,477
1718,R5xa7,157
1719,Rab3,9883
1720,Nfg5,67116
1721,N8f6,6230
1722,Rhg5,10533
1723,Rdb4,3480
1724,Rgb2,4407
1725,Nfxd7,11676
1726,Rbb4,7977
1727,Rbf4,2041
1728,Reg5,4899
1729,Rff6,23034
1730,Rgb6,1144
1731,Raa3,11847
1732,Qed2,1978
1733,Q1c1,493
1734,Qcb2,1490
1735,Qac4,1002
1736,Nhxf1,595
1737,R8xc7,2039
1738,Rbg2,10383
1739,Rhxh3,4498
1740,Rcg7,10896
1741,Rfd6,12016
1742,N2e4,5444
1743,Raf7,15289
1744,N3e5,2795
1745,N3xc4,606
1746,Rcxc3,9399
1747,Nec7,5293
1748,R3c4,6629
1749,Qaxd5,283
1750,Qhc6,899
1751,Q1c2,678
1752,Raa2,39354
1753,Ngxf5,3485
1754,Ndxf7,5541
1755,Rgf7,25170
1756,Rdxa2,1307
1757,R2a4,1639
1758,Nab4,11806
1759,Rce4,6182
1760,R8xc3,1106
1761,Qee7,7635
1762,Qfe6,1327
1763,Qdc6,1121
1764,Raxa4,5082
1765,R2xa6,278
1766,Raf5,1810
1767,Ngxe3,3542
1768,Ncxe7,17217
1769,R8d4,10921
1770,Rhxh6,4657
1771,Rbb6,12141
1772,N5b6,12652
1773,Rbxa4,1935
1774,Nfd1,1264
1775,Qbb5,5408
1776,Qac6,2855
1777,Rfxc4,976
1778,R8c5,5713
1779,Raxb8,14302
1780,R5h3,1309
1781,Rhe3,6815
1782,N8h6,1014
1783,Nexf7,5376
1784,bxa8=Q,15143
1785,Qdd4,5710
1786,Qed3,1254
1787,Q3c3,309
1788,Qdb4,2188
1789,Qca3,2088
1790,Ncxd6,3741
1791,R1g2,18881
1792,Q2f5,94
1793,Qcd7,2624
1794,Qde6,1358
1795,Qfxf6,566
1796,R5c2,4566
1797,Rgxg1,747
1798,Rgb1,8047
1799,R8f3,8806
1800,R8f2,8149
1801,Rexb6,857
1802,Nbc4,14580
1803,R1g4,2726
1804,Rcxc1,2050
1805,bxc1=N,87
1806,Nhxg6,2035
1807,Ned3,14847
1808,Raxd3,1940
1809,Qcc3,6627
1810,Qae1,1627
1811,R3g2,6170
1812,Raxf8,3616
1813,Qaxg7,163
1814,Nbxd3,3126
1815,R7e2,5605
1816,Qhxf5,138
1817,Ndb2,901
1818,Reg7,9116
1819,Qaa1,3321
1820,Rgxe3,1570
1821,Rcb7,12675
1822,Rcxe7,2975
1823,Rdf5,6354
1824,R4h6,1329
1825,Nce8,6211
1826,Rgxe2,1067
1827,R1xe3,2442
1828,dxc1=Q,10482
1829,Rch3,839
1830,Rexd3,5195
1831,Nexd2,8052
1832,gxf1=Q,10051
1833,Qcf1,979
1834,Q1f5,197
1835,Qaa3,4473
1836,R6f2,4823
1837,Rbxb5,4280
1838,Rcxa7,2061
1839,Nec1,3412
1840,Nexg3,2004
1841,N1g2,455
1842,Raxe2,1361
1843,Reg6,6374
1844,R6g7,6253
1845,Rae5,3093
1846,Rae6,4287
1847,Rfh2,3752
1848,R6e2,5412
1849,Nac8,2399
1850,R1d6,18094
1851,Qbd6,2517
1852,Qgf7,2970
1853,Ncxe3,4565
1854,Rfxg5,1497
1855,Ndxb5,13950
1856,Qad4,2677
1857,Qee4,5980
1858,N1g3,1280
1859,Rfc3,5797
1860,N1f3,16702
1861,R8c2,8056
1862,Raf4,1976
1863,R4f2,10311
1864,Ncd6,14402
1865,N8g6,1400
1866,R5xf7,284
1867,Rfxe1,11468
1868,Rcxc5,5836
1869,Rcg3,2576
1870,R4d3,9409
1871,Rdb7,8861
1872,Nbxc2,2253
1873,Nhxg4,2801
1874,Qfxf7,529
1875,Rgg5,6463
1876,Rcg5,1417
1877,Ndc7,4166
1878,Nac7,12110
1879,R2d4,6291
1880,Ngh7,2839
1881,R7xc5,1010
1882,Rcxb8,477
1883,axb8=Q,12689
1884,R7d2,5420
1885,Rbxc7,3170
1886,gxh1=Q,7009
1887,Nca6,5058
1888,R1c5,5976
1889,R6c3,2471
1890,N6a4,104
1891,Nexf4,5644
1892,Qfa3,300
1893,Qac2,1121
1894,Rbxe8,1609
1895,R8a7,10192
1896,Rfa7,3147
1897,Ncb7,726
1898,R5f4,6131
1899,Ngxh4,709
1900,Qgg5,5840
1901,Qhh6,4082
1902,Ndb8,8023
1903,Rcxa4,1619
1904,R1e5,10883
1905,R2xa3,940
1906,Rdh4,2947
1907,R7xc2,282
1908,Rbxd8,11455
1909,R8f5,6848
1910,R5a4,1864
1911,Reb5,2172
1912,R6f5,6697
1913,R6f3,4941
1914,Rcb1,39973
1915,R7g3,1945
1916,Raxd2,2347
1917,Raxb7,3582
1918,R7d6,16770
1919,Rexb5,894
1920,R1xc7,211
1921,Nef7,4118
1922,Ngf7,6328
1923,h8=R,6938
1924,Ndxc5,11104
1925,N2b4,1519
1926,N2d4,3816
1927,Nexf6,6472
1928,Rexb7,2016
1929,R6xe4,1068
1930,R1e4,10727
1931,Rge4,6708
1932,R6e4,4562
1933,Qge5,1639
1934,Qec3,2620
1935,Qcc1,5115
1936,R2b3,6003
1937,Rhxd4,1315
1938,Qhh4,3541
1939,Rbd2,15921
1940,Rag4,1148
1941,Rhg6,14229
1942,Nfh6,2195
1943,Rcb5,4313
1944,R7d4,4317
1945,Rgd8,33504
1946,Nfe6,11305
1947,R7e3,4969
1948,Rfxh4,661
1949,Nexf3,4871
1950,Rcxd2,3964
1951,R8d3,16778
1952,Nexc2,1490
1953,Rga3,678
1954,Rea7,3823
1955,Ngh5,4362
1956,Ndb3,8232
1957,R8c6,11426
1958,N4b3,9031
1959,Ngf8,6506
1960,Rda3,2215
1961,R1a3,3824
1962,Rexd8,12434
1963,Rba1,11781
1964,Rhxg5,2326
1965,Rdxd3,10143
1966,fxe2,31970
1967,Rcxe6,3034
1968,Qfg6,1015
1969,R8xf7,2831
1970,Nac2,9518
1971,R8xd3,1192
1972,fxg8=Q,7573
1973,Qhg2,2791
1974,Qff3,6958
1975,Qfh3,1719
1976,Ndf2,4041
1977,R7d3,4611
1978,Rhxh7,8914
1979,Qff2,7278
1980,Qgg3,6337
1981,Rhxg2,1990
1982,R2f5,2964
1983,R4xg6,175
1984,Ngh2,3844
1985,Rdc3,10540
1986,N3h4,11813
1987,Rexd2,5251
1988,Ndxf4,4389
1989,Rcb4,4321
1990,Rhc7,5484
1991,R6b5,2766
1992,R5b3,2182
1993,Rga5,542
1994,Rff5,12665
1995,cxd8=R,274
1996,R1xe5,2455
1997,R3xf4,1205
1998,Nec2,3769
1999,a8=R,6770
2000,Rdxc3,3759
2001,Rhc4,1733
2002,Rbxc6,2622
2003,Raxf2,2642
2004,Ref5,8746
2005,Rgxf3,2081
2006,Rdb6,4779
2007,Rhd7,8113
2008,Rba5,3303
2009,R5b4,2458
2010,Rfh6,4634
2011,Neg1,7586
2012,Reh6,1936
2013,R1a6,5413
2014,Rhxf8,12927
2015,Nde8,2058
2016,Raxa6,5671
2017,Rha3,593
2018,R3a6,957
2019,Reh8,9659
2020,Reg2,8764
2021,dxc8=Q,12805
2022,Nbxc5,2436
2023,Rcxb7,2444
2024,Qde8,1219
2025,Qef8,879
2026,Qfg8,597
2027,Q4g6,197
2028,Rgg3,10733
2029,a1=N,2496
2030,Qgf4,1151
2031,Q3e3,341
2032,Qfd4,1788
2033,R5d2,7622
2034,R4d7,6506
2035,*,4001
2036,Rhxe8,2960
2037,R2d5,3771
2038,N6e5,6438
2039,Rcxd6,4365
2040,R7f5,4049
2041,Rae3,4559
2042,Nbc8,3910
2043,R2e4,6140
2044,Qcc4,5473
2045,Rexf1,1433
2046,R8e5,9158
2047,Raxf3,1113
2048,R8b3,5565
2049,Ndc2,3235
2050,N4e3,921
2051,Ngf1,4655
2052,Rbxa2,2597
2053,d8=N,1916
2054,Reh7,2553
2055,Q8h6,208
2056,Q5g6,248
2057,Rad7,14855
2058,R5xg6,213
2059,Raa6,10554
2060,Rbc3,9843
2061,Raxb4,2595
2062,Rdh2,5625
2063,R3c2,7958
2064,Qhe4,2148
2065,Rfxc8,11421
2066,Rfxe5,4431
2067,Rdxd8,2707
2068,Qbc3,1399
2069,Rgxd7,1248
2070,Rdf3,12717
2071,Rfxc6,1256
2072,Nexc3,5851
2073,Rfg4,7251
2074,Rag2,10898
2075,R2g3,5687
2076,R7g4,1694
2077,Rgc4,1871
2078,R1c3,11020
2079,R8e3,14259
2080,Rhg3,15766
2081,Rcb2,11113
2082,Naxc2,369
2083,Ndxc8,237
2084,N6h5,10748
2085,N5f4,3024
2086,Rgg2,26872
2087,R5xf6,695
2088,Nab5,11542
2089,N6f5,2584
2090,R1g5,2304
2091,Rdxf6,2496
2092,R4e3,10765
2093,N5d4,5240
2094,R7g6,5609
2095,Rbf6,3053
2096,N1e3,1338
2097,R7xb5,762
2098,Rbe3,5053
2099,Qexe4,434
2100,Qed5,1385
2101,Qcc8,4801
2102,R5d7,9348
2103,Raxc3,3137
2104,R1h7,11713
2105,Rad4,4218
2106,R7xf6,1792
2107,N4h5,2808
2108,Qfc4,1364
2109,Rhxh2,7091
2110,Rdxh7,902
2111,Rec6,7359
2112,Rexc4,1957
2113,Rgc7,6216
2114,Rfxd2,3141
2115,Qfb8,601
2116,Qca7,5153
2117,Rexc7,2828
2118,Ncxb5,8606
2119,Nbxc8,419
2120,Rcxd8,12657
2121,Nfh3,2567
2122,Qbh7,331
2123,R6b3,1570
2124,R1b5,2900
2125,Rdxf8,3520
2126,Rgxe8,725
2127,R7g5,2407
2128,Rexa4,638
2129,R4xe5,1538
2130,Rbe6,4454
2131,Qad1,1676
2132,R6a5,2192
2133,Rdxe2,4282
2134,N6e7,7761
2135,Rdg6,4885
2136,Reb3,3919
2137,Q4h2,88
2138,Rgxg5,4030
2139,Raxe7,1898
2140,Qad8,1696
2141,Qef7,2096
2142,Q7g7,432
2143,Qfh8,3926
2144,R7xc6,2190
2145,hxg1=Q,7721
2146,Nfxd2,12173
2147,Nge1,583
2148,R8xd7,2834
2149,R7xd5,1455
2150,Raa4,6598
2151,Ncb8,6550
2152,Qcb7,1519
2153,Q7a7,224
2154,R1xa4,781
2155,Rda6,2140
2156,Naxb5,2287
2157,R4e6,6667
2158,R5c6,4613
2159,Rdxe1,2730
2160,Rgh3,7760
2161,R1h3,3536
2162,Rcxe5,2633
2163,Rfxe6,5516
2164,N7e5,4767
2165,Nce1,4752
2166,Rhxc4,465
2167,Raa5,6065
2168,Rch4,782
2169,Rgg4,6578
2170,Nca4,2274
2171,Ngh6,4721
2172,Qda7,381
2173,Q7a2,29
2174,Qdxd2,276
2175,R2xe3,1958
2176,Raxd7,2923
2177,Rcxb2,2316
2178,Rcc5,11434
2179,Qgxe5,109
2180,Qee2,7784
2181,R1xe2,2719
2182,Rdxe3,4455
2183,Rbxb2,12797
2184,R3c5,3079
2185,Nef8,1383
2186,Qdc3,1073
2187,Rfxc5,858
2188,R6xd7,555
2189,Nhf2,4841
2190,Qfxb6,49
2191,Qac7,1092
2192,R3d5,4559
2193,Rdh5,2226
2194,R3a4,2226
2195,R8a5,2422
2196,Ncxa4,606
2197,Qeh7,337
2198,R4b5,2412
2199,Qhf8,2052
2200,R6b7,4758
2201,R1xe6,2119
2202,N1a3,1397
2203,Nca3,3441
2204,N3b5,942
2205,c1=R,4427
2206,e1=B,669
2207,Ncxe6,5682
2208,R6h5,1995
2209,Qhf7,1195
2210,Qge8,2168
2211,Naxc8,242
2212,R4d6,5579
2213,e1=N,2025
2214,Qgg2,7624
2215,N2g4,1586
2216,Rcd3,14724
2217,Rca2,4473
2218,Ndxe2,11416
2219,Nfe8,6268
2220,Rhxd1,3207
2221,R5g7,3403
2222,N6a5,3471
2223,R2c3,11596
2224,Rfg5,6547
2225,Rch1,8872
2226,R2h3,3942
2227,Qfd6,2923
2228,Qed7,2154
2229,Qdb7,5119
2230,Naxc4,5591
2231,R7c5,4416
2232,Rbc4,6206
2233,Rhe4,5027
2234,Qgf2,2530
2235,Rdxg5,656
2236,Rhd6,3455
2237,Qbf1,893
2238,Qff4,6058
2239,Q3e2,355
2240,R4xg3,193
2241,e8=R,3335
2242,Rgxf5,2098
2243,Qba2,301
2244,N7xf6,5868
2245,R5e4,8287
2246,Nhxf2,927
2247,c1=N,2142
2248,N7b5,1894
2249,Qed6,1283
2250,R2c6,2929
2251,Rcd6,13455
2252,R4c7,6091
2253,N8b7,227
2254,Rdxe7,5193
2255,Rhxh5,3845
2256,R6g5,3173
2257,Rfxc2,2378
2258,Nexd7,10581
2259,Ngxe6,7914
2260,N6xh5,677
2261,R7a6,3922
2262,Rcxe2,2243
2263,Qfxg5,311
2264,Q4d7,107
2265,Rbxg7,810
2266,R2g7,1981
2267,Rbxe3,1322
2268,Nexd6,3578
2269,Rfxe2,3978
2270,Rexa2,1119
2271,N4a6,4676
2272,N7f5,2102
2273,fxg1=Q,4419
2274,N1c2,1005
2275,d1=R,3393
2276,Rba3,4051
2277,Qhf6,3269
2278,R2h7,1085
2279,R6c2,2838
2280,N5xa4,330
2281,Rch2,1309
2282,Rbd4,5752
2283,N3d5,2662
2284,Qbg7,396
2285,Qff1,4971
2286,N7d5,4839
2287,Rdxa4,979
2288,Rad5,4345
2289,N6e4,2396
2290,Nbxc7,2531
2291,Rcxb3,1871
2292,Rgxe6,1851
2293,R3h4,2175
2294,Rdxb2,1815
2295,Nfh1,156
2296,Nfxg3,1651
2297,Q1f6,100
2298,Q6e6,327
2299,Qfd7,2952
2300,Qec6,2772
2301,Qca6,2126
2302,Rexb4,864
2303,Qde7,2548
2304,Qfd8,3219
2305,Nexf2,3275
2306,Rhe6,4910
2307,N8c7,1235
2308,R6g4,1864
2309,R5xd6,870
2310,Rexc3,2703
2311,R8h5,2505
2312,b1=R,5439
2313,Rhxh4,3575
2314,Rexb2,2037
2315,Qhe1,1558
2316,Rdxa3,1099
2317,Ncxd3,3003
2318,Rgxh3,982
2319,R5h6,2219
2320,R5c4,3887
2321,R6xa5,583
2322,R5a3,1425
2323,Rhd3,5215
2324,Rdxc5,3059
2325,Rfxb6,433
2326,Rdxe5,6726
2327,Qaa7,4895
2328,Qbb6,6307
2329,Rcxb4,1833
2330,Rdxf1,3928
2331,Rhxe2,1281
2332,R3xd5,883
2333,R7xd4,1233
2334,Q1xb7,22
2335,Rbxe5,1487
2336,Rhc5,1580
2337,Rdb3,5179
2338,Rbxf1,402
2339,Rcb3,6018
2340,Rhxc8,1756
2341,R6e3,4371
2342,Rhxd5,1176
2343,Ndb7,918
2344,Rexe2,10454
2345,R6d3,5235
2346,R5f2,6269
2347,Rbxb3,5642
2348,Ndf7,4540
2349,R5c7,4825
2350,R8xd6,2397
2351,R4a3,2265
2352,N3f4,2779
2353,Rbxf2,3053
2354,Nexc4,8307
2355,R4xf5,888
2356,Q7e6,353
2357,Qfe5,1441
2358,Q5d5,336
2359,Qec4,2015
2360,R7h6,4034
2361,Rfxe3,4683
2362,Rca1,12524
2363,R8xe6,2263
2364,Rdxc8,2079
2365,Rdg7,13374
2366,R3xd4,1757
2367,R5xd3,558
2368,Rbg6,1456
2369,N3b2,86
2370,Rfxg7,1662
2371,Qdg6,520
2372,R7xe5,1249
2373,N5xd6,110
2374,Qgb3,714
2375,R6xd4,1138
2376,Reh4,2516
2377,Rcf2,16214
2378,Qgd7,902
2379,Qdb6,2738
2380,Nhxf6,4892
2381,Rbxc2,3364
2382,R3a2,2379
2383,Rbxd4,2146
2384,Rcxe8,1967
2385,R3d7,4903
2386,R3d6,3741
2387,R2d6,4088
2388,Qda2,360
2389,R6xg7,237
2390,R8b2,5055
2391,Rcxf5,990
2392,Qdf6,2606
2393,Qeg5,1875
2394,Qfh6,1667
2395,Q5e4,394
2396,Q4e3,327
2397,Ncxb6,1028
2398,R1xb5,762
2399,Ncb2,610
2400,Qdg1,875
2401,R4xd3,743
2402,Qexg3,441
2403,Nbxc4,3578
2404,R2xd4,1243
2405,Rexf8,1945
2406,R1xb4,990
2407,N3a4,2522
2408,R1f6,8709
2409,Naxc6,3135
2410,Rbf5,1846
2411,N5xc6,491
2412,R2g5,1591
2413,R8f4,6003
2414,R3c7,3685
2415,Qge2,2116
2416,Qfd1,3091
2417,Qdb1,4883
2418,Rexg2,1503
2419,R5xa4,451
2420,Ncxa3,244
2421,R3xc2,340
2422,R2f6,3664
2423,N4f5,3097
2424,Qab7,3026
2425,Q8c8,455
2426,Qbd7,1808
2427,Qce8,2900
2428,Qdf7,3396
2429,Qeg8,3839
2430,Qfh7,3726
2431,Nef2,3382
2432,Qcc7,7145
2433,Q4e5,375
2434,Raxc2,3156
2435,Qfc7,771
2436,b8=N,2084
2437,Ndxf8,1312
2438,Qad7,543
2439,Q7e7,685
2440,Qfg5,995
2441,Qab2,3254
2442,N3xd4,2034
2443,R2xb3,1727
2444,Q2a1,71
2445,R5b7,2445
2446,R2g4,2323
2447,Qaxd4,304
2448,gxf1=N,222
2449,Q8g4,122
2450,Q3f3,292
2451,Rbxd2,2157
2452,Rhf5,8450
2453,Qae5,1890
2454,Qbd5,1381
2455,R1xf5,1351
2456,Qge6,2816
2457,N6b4,813
2458,Raxe6,1797
2459,R4b7,2288
2460,Qge3,2694
2461,Rch7,1154
2462,Rdxg2,2029
2463,Ngxh5,776
2464,R8xg6,650
2465,R1b4,3040
2466,Rdxd4,9895
2467,Q7b7,440
2468,R1xc4,1692
2469,Rexf3,3125
